numberOfOccurrences;species;taxonKey;intraSpeciesPercentage
908;Corrigiola telephiifolia;7264629;6.54
908;Phalaris brachystachys;5289745;0.66
908;Heterocladiella dimorpha;10743377;100.0
908;Sedum fragrans;5688921;0.31
907;Alchemilla subsericea;3028030;0.91
906;Warnstorfia fluitans;2681623;100.0
906;Polypodium mantoniae;8022155;0.93
905;Passiflora caerulea;2874199;100.0
905;Salsola tragus;3083945;13.7
904;Crepis tectorum;5403508;0.24
904;Ptychostomum pallens;7657717;9.08
903;Hypecoum pendulum;2888559;35.88
903;Euphorbia serpens;3064221;0.09
902;Ophrys araneola;9087404;0.22
902;Picris pauciflora;3093309;0.53
902;Brassica insularis;3042880;2.21
901;Selaginella helvetica;7452468;4.63
901;Asplenium sagittatum;7774915;0.21
899;Seligeria pusilla;2670130;40.46
899;Pinguicula leptoceras;5667932;2.32
899;Artemisia abrotanum;8042568;0.3
897;Gentianella ramosa;3840459;2.5
896;Betula aurata;5331763;0.36
896;Lupinus gussoneanus;3972042;8.97
895;Roldana petasitis;3141665;100.0
894;Sphagnum russowii;2668970;1.46
893;Paronychia echinulata;5384696;8.6
893;Orchis hybrida;2849566;0.21
891;Sporobolus anglicus;9398259;2.36
891;Cannabis sativa;5361880;100.0
891;Echinospartum horridum;2959222;100.0
890;Dicranum undulatum;12190138;1.87
889;Aristolochia pallida;7313694;1.51
889;Orthotrichum cupulatum;2672721;4.4
889;Erodium botrys;2891628;0.68
889;Ephemerum serratum;5281545;65.27
888;Potentilla pyrenaica;5366897;0.11
886;Isoetes echinospora;4926451;3.8
886;Rhodobryum roseum;5282529;79.53
886;Jania rubens;5276203;84.06
886;Saxifraga praetermissa;3752550;0.3
885;Ranunculus macrophyllus;7866225;0.07
885;Asteriscus aquaticus;5393689;100.0
885;Orchis angusticruris;11951971;0.21
883;Seseli praecox;3629904;1.11
883;Viola nummulariifolia;5664870;0.15
882;Ononis pubescens;2977281;0.39
882;Arctotheca calendula;3114986;100.0
881;Leucanthemum subglaucum;5400970;0.45
881;Nitella tenuissima;2637958;14.34
880;Cuscuta planiflora;2927522;3.38
879;Androsace septentrionalis;3169326;1.59
877;Dryopteris aemula;7319771;0.21
877;Lescuraea plicata;7734673;22.9
876;Anagyris foetida;2946427;100.0
876;Lamarckia aurea;5289762;100.0
874;Ornithogalum orthophyllum;2773142;1.16
874;Orthotrichum schimperi;7878923;4.33
873;Saxifraga cochlearis;3753958;0.29
873;Petrorhagia nanteuilii;3085622;1.52
873;Vicia ervilia;2974887;0.12
872;Erodium lebelii;6366011;0.67
872;Trifolium diffusum;5358912;0.07
872;Microeurhynchium pumilum;7620454;100.0
872;Rubus radula;7550643;0.17
871;Silene inaperta;6364575;0.11
867;Euonymus fortunei;3169137;0.41
867;Cytinus ruber;3941138;22.36
866;Chamaemelum fuscatum;5391595;9.04
866;Silene viridiflora;7543027;0.11
865;Onosma arenaria;7294529;18.74
864;Festuca muralis;4120026;0.14
864;Ricciocarpos natans;2688638;100.0
862;Suaeda spicata;3756223;6.45
862;Fuscocephaloziopsis lunulifolia;9415017;35.4
860;Ranunculus amplexicaulis;3926895;0.07
860;Potentilla saxifraga;5368250;0.1
860;Physcomitrium pyriforme;8285765;49.03
858;Scapania irrigua;2689217;8.53
857;Acis longifolia;5326562;25.65
857;Avellinia festucoides;4104665;100.0
854;Orobanche reticulata;7332320;0.82
853;Rosulabryum torquescens;2677119;5.72
852;Chiloscyphus pallescens;8300994;25.09
851;Tortula hoppeana;7902341;5.01
851;Potentilla thuringiaca;7960595;0.1
849;Bucklandiella sudetica;7471549;27.51
849;Serpoleskea confervoides;8125645;100.0
849;Gazania rigens;3112455;100.0
847;Stachys corsica;3884022;0.25
846;Rhabdoweisia fugax;2674610;100.0
846;Lathyrus venetus;5356380;0.19
846;Saxifraga cotyledon;3753330;0.29
845;Pistacia saportae;3661880;1.15
844;Riccardia multifida;2689535;28.25
843;Chaerophyllum bulbosum;3034653;0.64
843;Teucrium capitatum;7308670;0.16
843;Allium subhirsutum;2855683;0.33
841;Agrostis murbeckii;4119622;0.19
840;Iberis spathulata;7767150;2.64
839;Galium tendae;2915228;0.07
839;Sphenopus divaricatus;4153196;100.0
838;Sciuro-hypnum reflexum;7493910;18.9
837;Cota triumfetti;5390630;8.76
836;Pilosella ziziana;3123021;0.3
836;Corynephorus divaricatus;4147899;5.34
835;Rumex longifolius;2888946;0.09
835;Hieracium juranum;8083317;0.35
835;Crossidium squamiferum;2670744;100.0
835;Erysimum montosicolum;3048324;2.58
834;Linaria flava;7612469;0.37
834;Pseudephemerum nitidum;7637750;100.0
834;Polygala exilis;4049994;0.49
834;Hedysarum boveanum;2960895;11.13
833;Brassica rapa;7903057;2.04
832;Alchemilla hoppeana;7674121;0.83
832;Thuidium recognitum;2679482;2.05
832;Thalictrum tuberosum;3924279;1.18
832;Tolypella glomerata;2638198;41.43
831;Phymatolithon calcareum;2654944;52.59
830;Anacamptis alata;2808700;0.27
827;Symphytum asperum;2926066;0.66
823;Amphiroa cryptarthrodia;5276531;51.99
822;Pilosella bauhini;6300805;0.29
817;Thalictrum lucidum;7277720;1.16
817;Hygroamblystegium tenax;2681735;33.51
816;Agrimonia repens;3001978;0.47
814;Helianthus laetiflorus;3119181;7.34
813;Seligeria calcarea;2670132;36.59
812;Saxifraga rosacea;3032758;0.27
812;Echium parviflorum;7477753;0.56
810;Phedimus stellatus;4201598;17.65
808;Sagina revelierei;7494170;0.93
806;Bidens subalternans;5391882;0.82
805;Galium cinereum;2914295;0.07
805;Carex buxbaumii;2724284;0.04
804;Festuca trachyphylla;2704949;0.13
803;Hibiscus moscheutos;3152596;1.91
803;Metzgeria conjugata;5710215;5.62
801;Abies nordmanniana;2685552;0.64
800;Paronychia capitata;7999870;7.71
800;Geranium palustre;2890536;0.08
799;Carex brunnescens;2728226;0.04
799;Poa glauca;2704218;0.08
799;Fontinalis squamosa;2678774;8.84
796;Sagina alexandrae;9440906;0.92
796;Calliergon cordifolium;2681678;43.76
796;Leucanthemum delarbrei;9418156;0.41
795;Spergularia bocconei;8096233;1.56
795;Artemisia atrata;3121051;0.26
793;Grimmia alpestris;5281728;2.87
793;Knautia godetii;7301044;0.46
793;Moehringia ciliata;3810607;0.94
793;Heliotropium curassavicum;2925786;4.21
792;Lupinus albus;2964167;7.93
792;Diobelonella palustris;7598487;100.0
791;Trachelium caeruleum;5407810;100.0
791;Riccardia chamedryfolia;2689533;26.47
790;Rosa multiflora;3003244;0.17
790;Campylopus pyriformis;5281948;8.78
789;Drimia maritima;2776790;46.55
789;Plagiothecium laetum;5283502;7.74
785;Ptychostomum pallescens;7795532;7.89
785;Petrocoptis pyrenaica;7267085;100.0
782;Garidella nigellastrum;3924810;100.0
779;Veronica angustifolia;7499090;0.07
776;Trifolium sylvaticum;5359068;0.06
776;Carex firma;2728572;0.04
776;Viola stagnina;5664390;0.13
776;Pseudofumaria alba;7315063;14.9
775;Cochlearia pyrenaica;5373255;11.25
775;Aira tenorei;5672876;1.03
774;Galium pyrenaicum;2914055;0.07
774;Astragalus sesameus;5345545;0.61
774;Arenaria modesta;7267315;0.55
773;Polygala nicaeensis;7293457;0.46
770;Dichoropetalum schottii;3639001;9.89
769;Gemmabryum radiculosum;7906612;11.54
769;Populus deltoides;3040232;0.26
769;Linum salsoloides;4048547;0.36
769;Cynoglossum dioscoridis;7792248;3.05
768;Adenocarpus telonensis;2951631;32.6
767;Microbryum davallianum;2671418;36.18
767;Willemetia stipitata;8306577;100.0
764;Brimeura amethystina;2767920;38.64
764;Agrostis pourretii;4118280;0.17
764;Juncus striatus;2701879;0.09
763;Eudianthe laeta;3814137;81.26
762;Grimmia dissimulata;5281775;2.75
761;Sesleria albicans;8402430;0.86
760;Utricularia ochroleuca;3172429;2.79
760;Molopospermum peleponnesiacum;9793492;31.89
760;Amphiroa rigida;5276551;48.01
759;Ferulago galbanifera;3635655;100.0
759;Hypochoeris radicata;7605771;100.0
759;Alisma gramineum;2865152;1.0
757;Hieracium cydoniifolium;3135234;0.31
757;Aeonium arboreum;2985682;100.0
757;Ranunculus lateriflorus;3924481;0.06
757;Malva punctata;3940960;0.35
757;Habrodon perpusillus;2681316;100.0
757;Ranunculus chaerophyllos;3921615;0.06
756;Airopsis tenella;4109694;100.0
754;Rubus sprengelii;2990014;0.15
754;Erigeron aragonensis;4219470;0.24
752;Polycarpon alsinifolium;3816518;6.66
752;Carex microcarpa;2729574;0.03
752;Hieracium eriophorum;3136245;0.31
751;Rhynchostegium megapolitanum;2680105;6.79
750;Botrychium matricariifolium;9225633;3.78
750;Dryopteris ardechensis;5656645;0.18
750;Arenaria hispida;7267572;0.53
750;Osmundea pinnatifida;2659421;50.44
749;Campylophyllopsis calcarea;11044959;81.41
749;Poa perconcinna;4114941;0.08
748;Cirsium carniolicum;7659017;0.09
748;Potamogeton friesii;5301204;0.64
747;Koeleria glauca;4137839;0.87
747;Erodium manescavi;3826854;0.57
746;Rhagadiolus stellatus;5399550;36.88
746;Rosa caesia;3002191;0.16
744;Iris sibirica;5298126;0.34
744;Damasonium polyspermum;5328680;17.21
744;Moraea sisyrinchium;2744255;100.0
743;Tagetes minuta;3088481;52.25
743;Arenaria purpurascens;5584534;0.52
741;Sphagnum warnstorfii;4280791;1.21
740;Oxytropis neglecta;5360844;3.2
740;Physcomitrium patens;8179907;42.19
739;Bryum elegans;2676702;9.57
738;Isoetes boryana;7313107;3.17
738;Festuca stricta;4113338;0.12
737;Tortella flavovirens;2671336;6.52
737;Laurencia dendroidea;2661140;49.56
736;Hieracium racemosum;3135421;0.3
734;Cynara cardunculus;3112364;83.31
733;Entosthodon fascicularis;8369200;41.39
733;Sisymbrium polyceratium;3046899;0.95
733;Phalaris minor;5289752;0.53
731;Grimmia funalis;5281724;2.64
730;Centaurea hanryi;3128587;0.16
730;Alchemilla filicaulis;3027485;0.73
729;Cochlearia officinalis;5373276;10.59
728;Oenanthe fluviatilis;5540419;0.69
728;Spergularia macrorrhiza;3812427;1.43
727;Cololejeunea calcarea;7608669;73.29
727;Chiliadenus glutinosus;3089839;100.0
726;Draba fladnizensis;3049571;0.66
723;Oxyrrhynchium speciosum;7599899;10.57
723;Ptilidium ciliare;2688706;62.06
723;Holcus hybridus;4119200;0.19
723;Spiraea japonica;8170635;15.46
723;Santolina corsica;4252927;11.97
722;Iris xiphium;5297966;0.33
722;Cardamine plumierii;3045788;0.19
721;Asparagopsis taxiformis;5279834;23.69
721;Oxybasis rhombifolia;11209082;2.84
720;Pulicaria sicula;3095659;0.68
720;Saxifraga media;3752855;0.24
719;Pterygoneurum ovatum;2671552;100.0
718;Viola arborescens;7296290;0.12
718;Ambrosia psilostachya;3110686;1.14
718;Linnaea borealis;5334220;100.0
718;Spiraea salicifolia;3026454;15.35
718;Angelica archangelica;5371808;0.41
717;Pedinophyllum interruptum;2688975;100.0
715;Weissia longifolia;5280874;13.32
714;Metzgeria consanguinea;5286376;4.99
714;Erysimum jugicolum;3048148;2.2
714;Rubus praecox;8019170;0.14
714;Vicia johannis;2975312;0.1
713;Saxifraga intricata;7339540;0.24
712;Bromus pannonicus;4122881;0.08
712;Timmia austriaca;5282506;50.04
712;Mnium spinosum;5282690;6.58
711;Verbena bonariensis;2925514;0.51
710;Gomphocarpus physocarpus;3170326;70.09
710;Nitella confervacea;2637936;11.56
710;Astragalus echinatus;5344041;0.56
708;Jasione maritima;3165764;1.1
708;Hieracium pulmonarioides;7476521;0.29
707;Bassia prostrata;5568099;23.09
706;Festuca ligustica;4121365;0.12
706;Galium minutulum;2913524;0.06
705;Hypericum tomentosum;8204291;0.11
704;Gagea soleirolii;5299984;1.21
703;Valonia macrophysa;5273065;84.8
703;Saxifraga valdensis;3754286;0.24
703;Crepis leontodontoides;5403550;0.19
703;Rubus montanus;7786853;0.14
703;Tortula caucasica;8000635;4.14
703;Limonium binervosum;9035514;1.23
702;Callitriche truncata;8306779;1.4
702;Halimium halimifolium;7331399;8.1
702;Cyperus rotundus;2714818;1.0
702;Coreopsis verticillata;3133887;29.25
702;Viola valderia;5665113;0.12
700;Potentilla pusilla;5365778;0.08
699;Scapania compacta;9148635;6.95
698;Sideritis hirsuta;7443285;3.15
696;Plagiomnium cuspidatum;7361336;2.53
695;Campylopus fragilis;5281998;7.73
694;Hemerocallis lilioasphodelus;2781103;16.62
694;Ptychostomum schleicheri;7841203;6.97
693;Triglochin laxiflora;2865367;4.61
693;Galeopsis reuteri;5608459;0.45
692;Schistochilopsis incisa;2689179;83.07
691;Nitella flexilis;9545260;11.25
691;Aloina ambigua;2672833;34.06
690;Dahlia pinnata;5387142;100.0
690;Vicia pisiformis;2974988;0.1
689;Aegilops ventricosa;5289791;2.83
685;Thrincia hispida;10667546;2.79
685;Juncus balticus;2702048;0.08
685;Fumaria gaillardotii;7417141;0.73
685;Sedum candollei;8320074;0.23
684;Campanula precatoria;5411964;0.15
684;Helianthemum sulphureum;3595457;0.26
684;Nitellopsis obtusa;2638307;100.0
684;Lepidium densiflorum;5377064;0.63
682;Mnium thomsonii;5282700;6.3
682;Cinclidotus danubicus;2672815;14.52
682;Cotoneaster nebrodensis;3025755;1.56
682;Atriplex glabriuscula;3083660;0.76
682;Gymnomitrion concinnatum;5286358;52.46
682;Galium cespitosum;2914740;0.06
681;Triticosecale rimpaui;9457183;100.0
680;Eleocharis bonariensis;2717329;0.67
679;Romulea bulbocodium;2743687;4.56
678;Weissia condensa;5280867;12.64
678;Pseudognaphalium undulatum;3100968;100.0
677;Rhynchostegiella curviseta;2679789;18.92
677;Limonium articulatum;7298219;1.18
677;Myurella julacea;5283520;100.0
676;Arabidopsis halleri;3052450;0.81
676;Gelidium spinosum;2662738;61.85
676;Lysimachia ephemerum;7716904;0.14
674;Phelipanche rosmarina;3728871;6.88
674;Hypericum australe;3715162;0.1
674;Sedum andegavense;7366742;0.23
674;Sagina pilifera;8181150;0.78
672;Acis rosea;5326560;20.11
671;Saxifraga pentadactylis;7339272;0.23
671;Alyssum flexicaule;3692027;1.47
671;Potentilla norvegica;5365305;0.08
670;Tragopogon angustifolius;5693421;0.49
668;Gennaria diphylla;2834242;100.0
668;Orthothecium rufescens;5283626;40.02
667;Lathyrus odoratus;5356514;0.15
666;Dianthus sylvaticus;3807726;0.35
665;Targionia hypophylla;5286275;100.0
665;Aloe arborescens;2777537;73.89
664;Fumana juniperina;7644523;1.05
663;Coristospermum lucidum;7318455;24.24
663;Silene nemoralis;5585899;0.09
662;Philonotis tomentella;2676077;10.77
662;Androsace ciliata;4006131;1.2
661;Utricularia neglecta;4088311;2.43
661;Nothobartsia spicata;3736537;100.0
661;Bromus japonicus;8113508;0.08
661;Saxifraga fragilis;7587587;0.22
660;Onosma pseudoarenaria;7295564;14.29
660;Rubus distractus;8223299;0.13
660;Coreopsis tinctoria;3133950;27.5
660;Silene velutina;7538949;0.09
658;Aquilegia viscosa;7844022;0.96
658;Biscutella guillonii;3041898;1.91
657;Crepis zacintha;5403284;0.18
657;Epimedium alpinum;7695021;100.0
656;Rumex aquaticus;2888992;0.07
656;Corsinia coriandrina;2688608;100.0
655;Hypochaeris cretensis;3093742;0.3
655;Lathyrus sativus;5356488;0.14
654;Rorippa anceps;3693336;0.79
654;Brachythecium tommasinii;7476091;2.36
654;Zantedeschia aethiopica;2868827;100.0
654;Campylopus pilifer;5281847;7.27
653;Pinguicula longifolia;8072967;1.69
652;Jasminum officinale;3172261;11.99
651;Campanula bononiensis;5410250;0.14
651;Utricularia intermedia;3172413;2.39
650;Medicago coronata;2965505;0.13
650;Medicago scutellata;2965397;0.13
649;Geranium endressii;2890502;0.06
649;Hymenostylium recurvirostrum;7347186;100.0
648;Hieracium stelligerum;8298276;0.27
648;Gymnadenia gabasiana;2840418;0.46
648;Karpatiosorbus hybrida;9478021;14.87
648;Carex chordorrhiza;2728174;0.03
648;Codriophorus aquaticus;7622470;35.26
647;Rubus umbrosus;8674642;0.12
647;Mentha piperita;8707933;0.2
647;Silene colorata;7566895;0.08
645;Thuja plicata;2684171;71.35
645;Astragalus frigidus;5343710;0.51
645;Viburnum rhytidophyllum;2888625;0.17
644;Sabulina villarii;7416756;1.59
644;Allium paniculatum;2856288;0.25
644;Schoenus scheuchzeri;2709919;2.13
644;Pogonatum nanum;2682983;14.02
644;Barbilophozia sudetica;9453207;14.51
644;Trifolium purpureum;5359526;0.05
643;Thymus dolomiticus;5607208;0.31
642;Eucalyptus globulus;3176787;75.8
642;Phyteuma serratum;3166804;0.43
641;Saussurea discolor;5404465;18.41
641;Herniaria cinerea;3593900;2.29
640;Carex atrofusca;2722359;0.03
640;Catalpa bignonioides;3172615;100.0
639;Malva parviflora;3152378;0.3
638;Staphisagria macrosperma;7620156;55.67
637;Ipomoea purpurea;2928576;58.33
637;Lotus conimbricensis;5356971;0.11
637;Carex heleonastes;2728116;0.03
637;Pedicularis recutita;7333112;0.7
636;Gagea reverchonii;5300261;1.1
636;Anthoxanthum nitens;2703346;0.24
636;Mnium marginatum;5282706;5.88
635;Eurhynchium angustirete;7676752;2.25
634;Corallina officinalis;5276013;33.18
634;Sideritis montana;2926688;2.86
634;Calliblepharis ciliata;2667681;62.16
634;Oenothera suaveolens;8302634;2.07
633;Sphagnum fuscum;2669215;1.03
633;Hackelia deflexa;2925944;100.0
633;Scapania aequiloba;7696978;6.29
632;Trifolium retusum;5359118;0.05
632;Micromeria marginata;5606304;65.22
631;Alchemilla colorata;3027495;0.63
631;Salix reichardtii;5583586;0.09
630;Pimpinella peregrina;5538946;0.49
630;Codium effusum;5272175;5.5
630;Astragalus baionensis;5343486;0.5
630;Solenostoma sphaerocarpum;7741803;19.98
629;Thesium bavarum;8126128;1.2
629;Drimia purpurascens;2776609;37.11
628;Gagea arvensis;7648619;1.08
628;Chara braunii;5270720;2.85
628;Myriocoleopsis minutissima;9500140;100.0
626;Scrophularia pyrenaica;3736228;0.32
625;Phymatolithon lenormandii;2654909;39.56
624;Dicranum spurium;2675434;1.31
623;Rubus occidentalis;2991466;0.12
621;Cyclamen balearicum;7127387;2.76
621;Vitis rupestris;5372398;2.0
621;Lamium flexuosum;3893490;0.14
621;Antinoria agrostidea;4133153;79.72
620;Hyoseris scabra;3134561;13.19
620;Drosera obovata;3190848;1.04
620;Malva tournefortiana;3940394;0.29
620;Cotoneaster delphinensis;7934117;1.42
619;Portulaca trituberculata;4023424;1.26
618;Ptilostemon casabonae;3096880;86.07
618;Elatine triandra;5421095;6.36
618;Viola collina;7296247;0.11
617;Mesoptychia turbinata;9105396;19.19
617;Biscutella lamottei;3041829;1.79
617;Malva nicaeensis;3152367;0.29
617;Molineriella minuta;4148696;100.0
616;Hexaphylla allionii;12260702;23.0
616;Anethum graveolens;3034646;77.39
616;Carlina biebersteinii;3105410;0.43
615;Lolium elongatum;10800064;0.11
615;Lycium chinense;2928809;11.0
614;Viola hispida;5663414;0.11
614;Lophoziopsis excisa;8279644;67.4
614;Chimaphila umbellata;2888307;78.22
613;Nuphar pumila;6435002;1.87
613;Salix lambertiana;5583177;0.08
612;Elatine hydropiper;9076200;6.29
611;Lathyrus bauhini;5356666;0.13
611;Pycnocomon rutifolium;8342877;100.0
609;Pentanema helenioides;10090952;0.48
609;Syntrichia virescens;2671254;3.01
609;Mesembryanthemum nodiflorum;3084837;40.47
608;Stuckenia filiformis;8375218;2.85
608;Euphorbia graminifolia;3063830;0.06
607;Draba nemorosa;3049685;0.55
606;Teucrium massiliense;3895361;0.11
606;Echium arenarium;4059853;0.42
605;Gagea apulica;9567115;1.04
605;Oxalis debilis;2891707;0.38
605;Southbya nigrella;8211140;64.23
604;Dryopteris cambrensis;7319502;0.15
604;Nitella mucronata;2637869;9.83
603;Marsupella funckii;2689262;19.31
603;Lathyrus cirrhosus;5356515;0.13
603;Nitella hyalina;2637951;9.82
602;Polystichum braunii;2651092;0.64
602;Blitum virgatum;5383969;2.57
602;Hieracium cerinthoides;7563118;0.25
602;Viola ruppii;7696360;0.1
602;Fragaria ananassa;3029912;0.26
602;Rumex cristatus;2889010;0.07
602;Crepis bellidifolia;7455538;0.16
602;Periploca graeca;5414545;100.0
601;Centaurea pratensis;7426937;0.13
601;Gentiana pumila;7954417;0.22
601;Lomelosia stellata;4102909;21.87
599;Alchemilla hybrida;8292353;0.6
599;Conocephalum salebrosum;2688561;18.54
599;Chara virgata;5270848;2.72
599;Liriodendron tulipifera;3152861;100.0
599;Anacyclus valentinus;3148548;13.56
598;Geheebia ferruginea;12192668;13.04
598;Catapodium hemipoa;4105515;1.17
597;Silene muscipula;5585975;0.08
594;Rudbeckia laciniata;3114229;30.34
592;Papaver setigerum;3602227;0.25
591;Linaria sepium;5415022;0.26
591;Cucurbita pepo;2874508;70.78
591;Bromus intermedius;4128347;0.07
590;Dicranum polysetum;2675494;1.24
590;Chrysymenia ventricosa;2663115;100.0
590;Armeria leucocephala;12096688;1.18
590;Biscutella intermedia;3041858;1.71
589;Dicranum spadiceum;2675462;1.24
589;Anthelia juratzkana;5710214;100.0
589;Brassica fruticulosa;3042809;1.44
588;Phyteuma gallicum;3166756;0.39
588;Allium cepa;2857697;0.23
588;Festuca vasconcensis;4111478;0.1
588;Veronica opaca;3172071;0.06
588;Hildenbrandia rivularis;2665386;73.59
587;Arundo donaciformis;9334788;2.54
586;Homomallium incurvatum;2682592;100.0
586;Coreopsis grandiflora;3133927;24.42
585;Fissidens pusillus;5710759;2.03
584;Forsythia intermedia;5415054;100.0
584;Polycarpon polycarpoides;7635378;5.17
584;Limonium dodartii;7298186;1.02
583;Galium setaceum;2913869;0.05
582;Fissidens incurvus;8133697;2.01
582;Carex brevicollis;2724832;0.03
582;Medicago praecox;2965419;0.12
582;Sporobolus maritimus;9396295;1.54
582;Mesoptychia collaris;8898636;18.1
581;Loeflingia hispanica;3808260;100.0
581;Eragrostis virescens;4139037;1.89
580;Arctoa starkei;5710594;100.0
580;Cephaloziella baumgartneri;6096603;14.4
580;Odontoschisma sphagni;2689176;54.61
579;Draba hoppeana;3050118;0.53
578;Prunella intermedia;8100612;0.19
577;Sagittaria latifolia;5328909;5.5
577;Hieracium ramosissimum;3134955;0.24
577;Rubus uncinellus;2997501;0.11
577;Alchemilla pallens;3028986;0.58
576;Euphrasia micrantha;3171979;0.9
